player,born,nation,positions,team_count,league_count,season_count,teams,leagues,seasons,player_id,matched_name,match_type,matched_flag,join_player,born_int
Amjhad Nazih,2002.0,FRA,GK,1,1,1,Nîmes,FRA-Ligue 1,2020-21,654420.0,Amjhad Nazih,exact_name_plus_birth_year,True,amjhad nazih,2002
Amores,1997.0,ESP,MF,1,1,1,Leganés,ESP-La Liga,2019-20,,,,False,amores,1997
Amos Pieper,1998.0,GER,DF,3,1,5,"Arminia, Dortmund, Werder Bremen",GER-Bundesliga,"2018-19, 2020-21, 2021-22, 2022-23, 2023-24",334221.0,Amos Pieper,exact_name_plus_birth_year,True,amos pieper,1998
Anaitz Arbilla,1987.0,ESP,DF,1,1,3,Eibar,ESP-La Liga,"2018-19, 2019-20, 2020-21",71548.0,Anaitz Arbilla,exact_name_plus_birth_year,True,anaitz arbilla,1987
Anas Namri,2001.0,FRA,FW,1,1,1,Troyes,FRA-Ligue 1,2021-22,972473.0,Anas Namri,exact_name_plus_birth_year,True,anas namri,2001
Anas Nanah,2003.0,MAR,DF,1,1,1,Strasbourg,FRA-Ligue 1,2022-23,667999.0,Anas Nanah,exact_name_plus_birth_year,True,anas nanah,2003
Anass Zaroury,2000.0,MAR,FW,1,1,1,Burnley,ENG-Premier League,2023-24,491296.0,Anass Zaroury,exact_name_plus_birth_year,True,anass zaroury,2000
Anastasios Donis,1996.0,GRE,"FW,MF, MF, MF,FW",2,2,4,"Reims, Stuttgart","FRA-Ligue 1, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22",243606.0,Anastasios Donis,exact_name_plus_birth_year,True,anastasios donis,1996
Anastasios Douvikas,1999.0,GRE,FW,1,1,1,Celta Vigo,ESP-La Liga,2023-24,523318.0,Anastasios Douvikas,exact_name_plus_birth_year,True,anastasios douvikas,1999
Ander Astralaga,2004.0,ESP,GK,1,1,2,Barcelona,ESP-La Liga,"2022-23, 2023-24",709955.0,Ander Astralaga,exact_name_plus_birth_year,True,ander astralaga,2004
Ander Barrenetxea,2001.0,ESP,"DF,MF, MF, MF,FW",1,1,6,Real Sociedad,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",616369.0,Ander Barrenetxea,exact_name_plus_birth_year,True,ander barrenetxea,2001
Ander Capa,1992.0,ESP,"DF, DF,MF",1,1,5,Athletic Club,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",197545.0,Ander Capa,exact_name_plus_birth_year,True,ander capa,1992
Ander Guevara,1997.0,ESP,MF,2,1,6,"Alavés, Real Sociedad",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",465967.0,Ander Guevara,exact_name_plus_birth_year,True,ander guevara,1997
Ander Herrera,1989.0,ESP,"MF, MF,DF",3,3,6,"Athletic Club, Manchester Utd, Paris Saint-Germain","ENG-Premier League, ESP-La Liga, FRA-Ligue 1","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",99343.0,Ander Herrera,exact_name_plus_birth_year,True,ander herrera,1989
Ander Iturraspe,1989.0,ESP,MF,2,1,2,"Athletic Club, Espanyol",ESP-La Liga,"2018-19, 2019-20",71571.0,Ander Iturraspe,exact_name_plus_birth_year,True,ander iturraspe,1989
Ander Martin,2000.0,ESP,MF,1,1,2,Real Sociedad,ESP-La Liga,"2021-22, 2022-23",625658.0,Ander Martín,exact_name_plus_birth_year,True,ander martin,2000
Ander Sánchez,2004.0,ESP,MF,1,1,1,Alavés,ESP-La Liga,2023-24,1064402.0,Ander Sánchez,exact_name_plus_birth_year,True,ander sánchez,2004
Anders Børset,2006.0,NOR,DF,1,1,1,Wolfsburg,GER-Bundesliga,2023-24,923499.0,Anders Børset,exact_name_plus_birth_year,True,anders børset,2006
Anderson Lima,1999.0,BRA,MF,1,1,3,Lazio,ITA-Serie A,"2019-20, 2021-22, 2023-24",,,,False,anderson lima,1999
Anderson Lucoqui,1997.0,ANG,"DF, MF,DF",2,1,3,"Arminia, Mainz 05",GER-Bundesliga,"2020-21, 2021-22, 2022-23",240274.0,Anderson Lucoqui,exact_name_plus_birth_year,True,anderson lucoqui,1997
Andi Zeqiri,1999.0,SUI,FW,2,2,2,"Augsburg, Brighton","ENG-Premier League, GER-Bundesliga","2020-21, 2021-22",345468.0,Andi Zeqiri,exact_name_plus_birth_year,True,andi zeqiri,1999
Andoni Gorosabel,1996.0,ESP,"DF, DF,MF",2,1,6,"Alavés, Real Sociedad",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",289255.0,Andoni Gorosabel,exact_name_plus_birth_year,True,andoni gorosabel,1996
Andoni Zubiaurre,1996.0,ESP,GK,1,1,4,Real Sociedad,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2022-23",428948.0,Andoni Zubiaurre,exact_name_plus_birth_year,True,andoni zubiaurre,1996
Andre Brooks,2003.0,JAM,MF,1,1,1,Sheffield United,ENG-Premier League,2023-24,746739.0,Andre Brooks,exact_name_plus_birth_year,True,andre brooks,2003
Andre Gray,1991.0,JAM,FW,1,1,2,Watford,ENG-Premier League,"2018-19, 2019-20",120565.0,Andre Gray,exact_name_plus_birth_year,True,andre gray,1991
Andre-Frank Zambo Anguissa,1995.0,CMR,MF,3,3,6,"Fulham, Napoli, Villarreal","ENG-Premier League, ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",,,,False,andre-frank zambo anguissa,1995
Andrea Adorante,2000.0,ITA,FW,1,1,2,Parma,ITA-Serie A,"2019-20, 2020-21",364206.0,Andrea Adorante,exact_name_plus_birth_year,True,andrea adorante,2000
Andrea Barberis,1993.0,ITA,MF,1,1,1,Monza,ITA-Serie A,2022-23,146680.0,Andrea Barberis,exact_name_plus_birth_year,True,andrea barberis,1993
Andrea Bartoccioni,2004.0,ITA,GK,1,1,1,Milan,ITA-Serie A,2023-24,815550.0,Andrea Bartoccioni,exact_name_plus_birth_year,True,andrea bartoccioni,2004
Andrea Barzagli,1981.0,ITA,DF,1,1,1,Juventus,ITA-Serie A,2018-19,7109.0,Andrea Barzagli,exact_name_plus_birth_year,True,andrea barzagli,1981
Andrea Beghetto,1994.0,ITA,MF,1,1,1,Frosinone,ITA-Serie A,2018-19,199941.0,Andrea Beghetto,exact_name_plus_birth_year,True,andrea beghetto,1994
Andrea Belotti,1993.0,ITA,FW,3,1,6,"Fiorentina, Roma, Torino",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",167727.0,Andrea Belotti,exact_name_plus_birth_year,True,andrea belotti,1993
Andrea Bertolacci,1991.0,ITA,MF,2,1,2,"Milan, Sampdoria",ITA-Serie A,"2018-19, 2019-20",99227.0,Andrea Bertolacci,exact_name_plus_birth_year,True,andrea bertolacci,1991
Andrea Bozzolan,2004.0,ITA,DF,1,1,1,Milan,ITA-Serie A,2022-23,669793.0,Andrea Bozzolan,exact_name_plus_birth_year,True,andrea bozzolan,2004
Andrea Cambiaso,2000.0,ITA,"DF,MF, MF, MF,DF",3,1,3,"Bologna, Genoa, Juventus",ITA-Serie A,"2021-22, 2022-23, 2023-24",459658.0,Andrea Cambiaso,exact_name_plus_birth_year,True,andrea cambiaso,2000
Andrea Carboni,2001.0,ITA,DF,2,1,5,"Cagliari, Monza",ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",481834.0,Andrea Carboni,exact_name_plus_birth_year,True,andrea carboni,2001
Andrea Cistana,1997.0,ITA,DF,1,1,1,Brescia,ITA-Serie A,2019-20,337381.0,Andrea Cistana,exact_name_plus_birth_year,True,andrea cistana,1997
Andrea Colpani,1999.0,ITA,MF,2,1,3,"Atalanta, Monza",ITA-Serie A,"2018-19, 2022-23, 2023-24",392959.0,Andrea Colpani,exact_name_plus_birth_year,True,andrea colpani,1999
Andrea Consigli,1987.0,ITA,GK,1,1,6,Sassuolo,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",35865.0,Andrea Consigli,exact_name_plus_birth_year,True,andrea consigli,1987
Andrea Conti,1994.0,ITA,"DF, DF,MF, MF",3,1,5,"Milan, Parma, Sampdoria",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",111227.0,Andrea Conti,exact_name_plus_birth_year,True,andrea conti,1994
Andrea D'Aniello,2003.0,ITA,GK,1,1,1,Cagliari,ITA-Serie A,2021-22,640544.0,Andrea D'Aniello,exact_name_plus_birth_year,True,andrea d'aniello,2003
Andrea Danzi,1999.0,ITA,MF,1,1,2,Hellas Verona,ITA-Serie A,"2019-20, 2020-21",319171.0,Andrea Danzi,exact_name_plus_birth_year,True,andrea danzi,1999
Andrea Di Maggio,2000.0,ITA,DF,1,1,1,Parma,ITA-Serie A,2018-19,396087.0,Andrea Di Maggio,exact_name_plus_birth_year,True,andrea di maggio,2000
Andrea Errico,1999.0,ITA,MF,1,1,1,Frosinone,ITA-Serie A,2018-19,464682.0,Andrea Errico,exact_name_plus_birth_year,True,andrea errico,1999
Andrea Favilli,1997.0,ITA,FW,2,1,4,"Genoa, Hellas Verona",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22",340151.0,Andrea Favilli,exact_name_plus_birth_year,True,andrea favilli,1997
Andrea Ferraris,2003.0,ITA,FW,1,1,2,Monza,ITA-Serie A,"2022-23, 2023-24",708079.0,Andrea Ferraris,exact_name_plus_birth_year,True,andrea ferraris,2003
Andrea Fulignati,1994.0,ITA,"FW,GK",2,1,1,"Empoli, SPAL",ITA-Serie A,2018-19,231381.0,Andrea Fulignati,exact_name_plus_birth_year,True,andrea fulignati,1994
Andrea Ghezzi,2001.0,ITA,FW,1,1,1,Brescia,ITA-Serie A,2019-20,536460.0,Andrea Ghezzi,exact_name_plus_birth_year,True,andrea ghezzi,2001
Andrea Ghion,2000.0,ITA,MF,1,1,3,Sassuolo,ITA-Serie A,"2018-19, 2019-20, 2020-21",390163.0,Andrea Ghion,exact_name_plus_birth_year,True,andrea ghion,2000
Andrea La Mantia,1991.0,ITA,"FW, FW,MF",2,1,2,"Empoli, Lecce",ITA-Serie A,"2019-20, 2021-22",134983.0,Andrea La Mantia,exact_name_plus_birth_year,True,andrea la mantia,1991
Andrea Marcucci,1999.0,ITA,MF,1,1,1,Roma,ITA-Serie A,2018-19,319180.0,Andrea Marcucci,exact_name_plus_birth_year,True,andrea marcucci,1999
Andrea Masiello,1986.0,ITA,DF,2,1,4,"Atalanta, Genoa",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22",34198.0,Andrea Masiello,exact_name_plus_birth_year,True,andrea masiello,1986
Andrea Mazza,2004.0,ITA,GK,1,1,1,Monza,ITA-Serie A,2023-24,815567.0,Andrea Mazza,exact_name_plus_birth_year,True,andrea mazza,2004
Andrea Oliveri,2003.0,ITA,MF,1,1,1,Atalanta,ITA-Serie A,2021-22,663939.0,Andrea Oliveri,exact_name_plus_birth_year,True,andrea oliveri,2003
Andrea Papetti,2002.0,ITA,DF,1,1,1,Brescia,ITA-Serie A,2019-20,503619.0,Andrea Papetti,exact_name_plus_birth_year,True,andrea papetti,2002
Andrea Petagna,1995.0,ITA,FW,4,1,6,"Cagliari, Monza, Napoli, SPAL",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",199258.0,Andrea Petagna,exact_name_plus_birth_year,True,andrea petagna,1995
Andrea Pinamonti,1999.0,ITA,FW,5,1,6,"Empoli, Frosinone, Genoa, Inter, Sassuolo",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",315865.0,Andrea Pinamonti,exact_name_plus_birth_year,True,andrea pinamonti,1999
Andrea Poli,1989.0,ITA,MF,1,1,3,Bologna,ITA-Serie A,"2018-19, 2019-20, 2020-21",44834.0,Andrea Poli,exact_name_plus_birth_year,True,andrea poli,1989
Andrea Raggi,1984.0,ITA,"DF,MF",1,1,1,Monaco,FRA-Ligue 1,2018-19,28845.0,Andrea Raggi,exact_name_plus_birth_year,True,andrea raggi,1984
Andrea Ranocchia,1988.0,ITA,DF,2,1,5,"Inter, Monza",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",44327.0,Andrea Ranocchia,exact_name_plus_birth_year,True,andrea ranocchia,1988
Andrea Rispoli,1988.0,ITA,"DF, MF",2,1,2,"Crotone, Lecce",ITA-Serie A,"2019-20, 2020-21",74448.0,Andrea Rispoli,exact_name_plus_birth_year,True,andrea rispoli,1988
Andrea Rizzo Pinna,2000.0,ITA,MF,1,1,1,SPAL,ITA-Serie A,2018-19,411465.0,Andrea Rizzo Pinna,exact_name_plus_birth_year,True,andrea rizzo pinna,2000
Andrea Schiavone,1993.0,ITA,MF,1,1,1,Salernitana,ITA-Serie A,2021-22,136133.0,Andrea Schiavone,exact_name_plus_birth_year,True,andrea schiavone,1993
Andrea Seculin,1990.0,ITA,GK,2,1,2,"Chievo, Sampdoria",ITA-Serie A,"2018-19, 2019-20",85380.0,Andrea Seculin,exact_name_plus_birth_year,True,andrea seculin,1990
Andrea Sodero,2004.0,ITA,MF,1,1,1,Empoli,ITA-Serie A,2023-24,814453.0,Andrea Sodero,exact_name_plus_birth_year,True,andrea sodero,2004
Andrea Sorrentino,2004.0,ITA,GK,1,1,1,Salernitana,ITA-Serie A,2022-23,818507.0,Andrea Sorrentino,exact_name_plus_birth_year,True,andrea sorrentino,2004
Andrea Tabanelli,1990.0,ITA,MF,1,1,1,Lecce,ITA-Serie A,2019-20,134369.0,Andrea Tabanelli,exact_name_plus_birth_year,True,andrea tabanelli,1990
Andreas Beck,1987.0,GER,"DF,MF",1,1,1,Stuttgart,GER-Bundesliga,2018-19,31182.0,Andreas Beck,exact_name_plus_birth_year,True,andreas beck,1987
Andreas Bruus,1999.0,DEN,"MF,DF",1,1,1,Troyes,FRA-Ligue 1,2022-23,345748.0,Andreas Bruus,exact_name_plus_birth_year,True,andreas bruus,1999
Andreas Christensen,1996.0,DEN,"DF, DF,MF",2,2,6,"Barcelona, Chelsea","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",196948.0,Andreas Christensen,exact_name_plus_birth_year,True,andreas christensen,1996
Andreas Cornelius,1993.0,DEN,FW,3,2,3,"Atalanta, Bordeaux, Parma","FRA-Ligue 1, ITA-Serie A","2018-19, 2019-20, 2020-21",203412.0,Andreas Cornelius,exact_name_plus_birth_year,True,andreas cornelius,1993
Andreas Hanche-Olsen,1997.0,NOR,DF,1,1,2,Mainz 05,GER-Bundesliga,"2022-23, 2023-24",370683.0,Andreas Hanche-Olsen,exact_name_plus_birth_year,True,andreas hanche-olsen,1997
Andreas Ivan,1995.0,ROU,MF,1,1,1,Schalke 04,GER-Bundesliga,2022-23,200041.0,Andreas Ivan,exact_name_plus_birth_year,True,andreas ivan,1995
Andreas Jungdal,2002.0,DEN,GK,1,1,3,Milan,ITA-Serie A,"2020-21, 2021-22, 2022-23",592924.0,Andreas Jungdal,exact_name_plus_birth_year,True,andreas jungdal,2002
Andreas Linde,1993.0,SWE,GK,1,1,1,Greuther Fürth,GER-Bundesliga,2021-22,199221.0,Andreas Linde,exact_name_plus_birth_year,True,andreas linde,1993
Andreas Luthe,1987.0,GER,GK,3,1,5,"Augsburg, Bochum, Union Berlin",GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2023-24",41323.0,Andreas Luthe,exact_name_plus_birth_year,True,andreas luthe,1987
Andreas Müller,2000.0,GER,MF,1,1,1,Darmstadt 98,GER-Bundesliga,2023-24,438315.0,Andreas Müller,exact_name_plus_birth_year,True,andreas müller,2000
Andreas Pereira,1996.0,BRA,"MF, MF,FW",3,2,6,"Fulham, Lazio, Manchester Utd","ENG-Premier League, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",203394.0,Andreas Pereira,exact_name_plus_birth_year,True,andreas pereira,1996
Andreas Poulsen,1999.0,DEN,DF,1,1,3,Gladbach,GER-Bundesliga,"2018-19, 2019-20, 2020-21",345746.0,Andreas Poulsen,exact_name_plus_birth_year,True,andreas poulsen,1999
Andreas Skov Olsen,1999.0,DEN,MF,1,1,3,Bologna,ITA-Serie A,"2019-20, 2020-21, 2021-22",432982.0,Andreas Skov Olsen,exact_name_plus_birth_year,True,andreas skov olsen,1999
Andreas Søndergaard,2001.0,DEN,GK,1,1,1,Wolves,ENG-Premier League,2020-21,,,,False,andreas søndergaard,2001
Andreas Voglsammer,1992.0,GER,"FW, FW,MF",2,1,3,"Arminia, Union Berlin",GER-Bundesliga,"2020-21, 2021-22, 2022-23",94771.0,Andreas Voglsammer,exact_name_plus_birth_year,True,andreas voglsammer,1992
Andrei Anton,2003.0,ITA,DF,1,1,1,Torino,ITA-Serie A,2021-22,704729.0,Andrei Anton,exact_name_plus_birth_year,True,andrei anton,2003
Andrei Girotto,1992.0,BRA,"DF, DF,MF, MF",1,1,5,Nantes,FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",270051.0,Andrei Girotto,exact_name_plus_birth_year,True,andrei girotto,1992
Andrei Lupu,1998.0,ROU,FW,1,1,1,Alavés,ESP-La Liga,2018-19,,,,False,andrei lupu,1998
Andrei Motoc,2002.0,MDA,DF,1,1,3,Salernitana,ITA-Serie A,"2021-22, 2022-23, 2023-24",816930.0,Andrei Motoc,exact_name_plus_birth_year,True,andrei motoc,2002
Andrei Ratiu,1998.0,ROU,"DF, DF,MF",2,1,4,"Rayo Vallecano, Villarreal",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2023-24",527966.0,Andrei Rațiu,exact_name_plus_birth_year,True,andrei ratiu,1998
Andrej Ilic,2000.0,SRB,FW,1,1,1,Lille,FRA-Ligue 1,2023-24,583699.0,Andrej Ilic,exact_name_plus_birth_year,True,andrej ilic,2000
Andrej Kramarić,1991.0,CRO,"FW,MF, MF,FW",1,1,6,Hoffenheim,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",46580.0,Andrej Kramaric,exact_name_plus_birth_year,True,andrej kramarić,1991
Andres Sfait,2004.0,ROU,MF,1,1,2,Salernitana,ITA-Serie A,"2022-23, 2023-24",808224.0,Andres Sfait,exact_name_plus_birth_year,True,andres sfait,2004
Andrew Gravillon,1998.0,GLP,DF,4,2,4,"Lorient, Reims, Sassuolo, Torino","FRA-Ligue 1, ITA-Serie A","2019-20, 2020-21, 2021-22, 2022-23",,,,False,andrew gravillon,1998
Andrew Hjulsager,1995.0,DEN,MF,1,1,1,Celta Vigo,ESP-La Liga,2018-19,167798.0,Andrew Hjulsager,exact_name_plus_birth_year,True,andrew hjulsager,1995
Andrew Moran,2003.0,IRL,MF,1,1,1,Brighton,ENG-Premier League,2022-23,724537.0,Andrew Moran,exact_name_plus_birth_year,True,andrew moran,2003
Andrew Omobamidele,2002.0,IRL,DF,2,1,2,"Norwich City, Nottingham Forest",ENG-Premier League,"2021-22, 2023-24",621993.0,Andrew Omobamidele,exact_name_plus_birth_year,True,andrew omobamidele,2002
Andrew Robertson,1994.0,SCO,DF,1,1,6,Liverpool,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",234803.0,Andrew Robertson,exact_name_plus_birth_year,True,andrew robertson,1994
Andrew Surman,1986.0,ENG,MF,1,1,2,Bournemouth,ENG-Premier League,"2018-19, 2019-20",29975.0,Andrew Surman,exact_name_plus_birth_year,True,andrew surman,1986
Andrey Galabinov,1988.0,BUL,FW,1,1,1,Spezia,ITA-Serie A,2020-21,67639.0,Andrey Galabinov,exact_name_plus_birth_year,True,andrey galabinov,1988
Andrey Lunyov,1991.0,RUS,GK,1,1,2,Leverkusen,GER-Bundesliga,"2021-22, 2022-23",,,,False,andrey lunyov,1991
Andrey Santos,2004.0,BRA,MF,3,2,1,"Chelsea, Nottingham Forest, Strasbourg","ENG-Premier League, FRA-Ligue 1",2023-24,743600.0,Andrey Santos,exact_name_plus_birth_year,True,andrey santos,2004
Andri Fannar Baldursson,2002.0,ISL,MF,1,1,2,Bologna,ITA-Serie A,"2019-20, 2020-21",464446.0,Andri Fannar Baldursson,exact_name_plus_birth_year,True,andri fannar baldursson,2002
Andrija Balić,1997.0,CRO,MF,1,1,1,Udinese,ITA-Serie A,2018-19,316111.0,Andrija Balic,exact_name_plus_birth_year,True,andrija balić,1997
Andriy Lunin,1999.0,UKR,GK,3,1,6,"Leganés, Real Madrid, Valladolid",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",404839.0,Andriy Lunin,exact_name_plus_birth_year,True,andriy lunin,1999
Andriy Yarmolenko,1989.0,UKR,"MF, MF,FW",1,1,4,West Ham United,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22",69015.0,Andriy Yarmolenko,exact_name_plus_birth_year,True,andriy yarmolenko,1989
Andros Townsend,1991.0,ENG,"FW,MF, MF, MF,FW",3,1,5,"Crystal Palace, Everton, Luton Town",ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2023-24",61842.0,Andros Townsend,exact_name_plus_birth_year,True,andros townsend,1991
András Schäfer,1999.0,HUN,MF,2,2,4,"Genoa, Union Berlin","GER-Bundesliga, ITA-Serie A","2018-19, 2021-22, 2022-23, 2023-24",454863.0,András Schäfer,exact_name_plus_birth_year,True,andrás schäfer,1999
André Ayew,1989.0,GHA,"FW, FW,MF",2,2,2,"Le Havre, Nottingham Forest","ENG-Premier League, FRA-Ligue 1","2022-23, 2023-24",45403.0,André Ayew,exact_name_plus_birth_year,True,andré ayew,1989
André Ferreira,1996.0,POR,GK,1,1,1,Granada,ESP-La Liga,2023-24,290346.0,André Ferreira,exact_name_plus_birth_year,True,andré ferreira,1996
André Gomes,1993.0,POR,MF,2,2,6,"Everton, Lille","ENG-Premier League, FRA-Ligue 1","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",221025.0,André Gomes,exact_name_plus_birth_year,True,andré gomes,1993
André Grandi,1997.0,BRA,GK,1,1,1,Leganés,ESP-La Liga,2019-20,610408.0,André Grandi,exact_name_plus_birth_year,True,andré grandi,1997
André Hahn,1990.0,GER,"MF,FW",1,1,5,Augsburg,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",42783.0,André Hahn,exact_name_plus_birth_year,True,andré hahn,1990
André Hoffmann,1993.0,GER,"DF, DF,MF",1,1,2,Düsseldorf,GER-Bundesliga,"2018-19, 2019-20",85164.0,Andre Hoffmann,exact_name_plus_birth_year,True,andré hoffmann,1993
André Onana,1996.0,CMR,GK,2,2,2,"Inter, Manchester Utd","ENG-Premier League, ITA-Serie A","2022-23, 2023-24",234509.0,André Onana,exact_name_plus_birth_year,True,andré onana,1996
André Schürrle,1990.0,GER,"FW,MF",1,1,1,Fulham,ENG-Premier League,2018-19,58205.0,André Schürrle,exact_name_plus_birth_year,True,andré schürrle,1990
André Silva,1995.0,POR,FW,5,3,6,"Eintracht Frankfurt, Milan, RB Leipzig, Real Sociedad, Sevilla","ESP-La Liga, GER-Bundesliga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",198008.0,André Silva,exact_name_plus_birth_year,True,andré silva,1995
Andréa Dacourt,2005.0,FRA,MF,1,1,1,Nice,FRA-Ligue 1,2022-23,1072902.0,Andrea Dacourt,exact_name_plus_birth_year,True,andréa dacourt,2005
Andrés Andrade Cedeño,1998.0,PAN,DF,1,1,1,Arminia,GER-Bundesliga,2021-22,,,,False,andrés andrade cedeño,1998
Andrés Cubas,1996.0,PAR,MF,1,1,1,Nîmes,FRA-Ligue 1,2020-21,323872.0,Andrés Cubas,exact_name_plus_birth_year,True,andrés cubas,1996
Andrés Fernández,1986.0,ESP,GK,2,1,3,"Huesca, Villarreal",ESP-La Liga,"2018-19, 2019-20, 2020-21",57522.0,Andrés Fernández,exact_name_plus_birth_year,True,andrés fernández,1986
Andrés Guardado,1986.0,MEX,MF,1,1,6,Real Betis,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",20506.0,Andrés Guardado,exact_name_plus_birth_year,True,andrés guardado,1986
Andrés Martín,1999.0,ESP,"FW, MF",1,1,2,Rayo Vallecano,ESP-La Liga,"2021-22, 2022-23",531277.0,Andrés Martín,exact_name_plus_birth_year,True,andrés martín,1999
Andrés Prieto,1993.0,ESP,GK,2,1,2,"Espanyol, Leganés",ESP-La Liga,"2018-19, 2019-20",238032.0,Andrés Prieto,exact_name_plus_birth_year,True,andrés prieto,1993
Andrés Solano,1998.0,COL,DF,1,1,1,Atlético Madrid,ESP-La Liga,2018-19,461618.0,Andrés Solano,exact_name_plus_birth_year,True,andrés solano,1998
Andrés Tello,1996.0,COL,MF,1,1,1,Benevento,ITA-Serie A,2020-21,331389.0,Andrés Tello,exact_name_plus_birth_year,True,andrés tello,1996
Andy Carroll,1989.0,ENG,FW,2,1,3,"Newcastle United, West Ham United",ENG-Premier League,"2018-19, 2019-20, 2020-21",48066.0,Andy Carroll,exact_name_plus_birth_year,True,andy carroll,1989
Andy Delort,1991.0,ALG,FW,3,1,5,"Montpellier, Nantes, Nice",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",122797.0,Andy Delort,exact_name_plus_birth_year,True,andy delort,1991
Andy Diouf,2003.0,FRA,MF,2,1,3,"Lens, Rennes",FRA-Ligue 1,"2020-21, 2021-22, 2023-24",711976.0,Andy Diouf,exact_name_plus_birth_year,True,andy diouf,2003
Andy Lonergan,1983.0,IRL,GK,3,1,5,"Everton, Liverpool, West Brom",ENG-Premier League,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",14044.0,Andy Lonergan,exact_name_plus_birth_year,True,andy lonergan,1983
Andy Pelmard,2000.0,MAD,DF,2,1,4,"Clermont Foot, Nice",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2023-24",494236.0,Andy Pelmard,exact_name_plus_birth_year,True,andy pelmard,2000
Anel Ahmedhodžić,1999.0,BIH,DF,2,2,2,"Bordeaux, Sheffield United","ENG-Premier League, FRA-Ligue 1","2021-22, 2023-24",377468.0,Anel Ahmedhodzic,exact_name_plus_birth_year,True,anel ahmedhodžić,1999
Angel Gomes,2000.0,ENG,"FW,MF, MF",2,2,5,"Lille, Manchester Utd","ENG-Premier League, FRA-Ligue 1","2018-19, 2019-20, 2021-22, 2022-23, 2023-24",392770.0,Angel Gomes,exact_name_plus_birth_year,True,angel gomes,2000
Angeliño,1997.0,ESP,"DF, DF,MF, MF, MF,DF",4,3,5,"Hoffenheim, Manchester City, RB Leipzig, Roma","ENG-Premier League, GER-Bundesliga, ITA-Serie A","2019-20, 2020-21, 2021-22, 2022-23, 2023-24",277179.0,Angeliño,exact_name_plus_birth_year,True,angeliño,1997
Angelo Fulgini,1996.0,NCL,"MF, MF,FW",3,2,6,"Angers, Lens, Mainz 05","FRA-Ligue 1, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",250013.0,Angelo Fulgini,exact_name_plus_birth_year,True,angelo fulgini,1996
Angelo Guida,2002.0,ITA,FW,1,1,1,Salernitana,ITA-Serie A,2021-22,651206.0,Angelo Guida,exact_name_plus_birth_year,True,angelo guida,2002
Angelo Ndrecka,2001.0,ALB,"DF, MF",2,1,2,"Chievo, Lazio",ITA-Serie A,"2018-19, 2020-21",539220.0,Angelo Ndrecka,exact_name_plus_birth_year,True,angelo ndrecka,2001
